Longitude,Latitude,Community,School,Year,TotalEnrollmentK12,TotalTeacherCount,StudentTeacherRatio,SchoolDistrict,In_Cohort,Graduates,GraduationRate
-147.397176395,66.3603501970001,Beaver,Cruikshank School,2018,13,1,13,Yukon Flats School District,1,0,0.0
-147.397176395,66.3603501970001,Beaver,Cruikshank School,2019,10,2,5,Yukon Flats School District,,,
-147.397176395,66.3603501970001,Beaver,Cruikshank School,2020,10,1,10,Yukon Flats School District,,,
-147.397176395,66.3603501970001,Beaver,Cruikshank School,2021,8,1,8,Yukon Flats School District,,,
-149.088293029,64.5618628190001,Nenana,CyberLynx Correspondence Program,2013,793,11,126.7,Nenana City School District,,,
-149.088293029,64.5618628190001,Nenana,CyberLynx Correspondence Program,2014,736,9,139.1,Nenana City School District,,,
-149.088293029,64.5618628190001,Nenana,CyberLynx Correspondence Program,2015,832,11,151.2,Nenana City School District,175,29,0.1657
-149.088293029,64.5618628190001,Nenana,CyberLynx Correspondence Program,2016,882,11,155.5,Nenana City School District,143,32,0.2238
-149.088293029,64.5618628190001,Nenana,CyberLynx Correspondence Program,2017,902,7,135.34,Nenana City School District,144,26,0.1806
-149.088293029,64.5618628190001,Nenana,CyberLynx Correspondence Program,2018,970,7,144.06,Nenana City School District,144,40,0.2778
-149.088293029,64.5618628190001,Nenana,CyberLynx Correspondence Program,2019,1074,7,162.23,Nenana City School District,145,43,0.2966
-149.088293029,64.5618628190001,Nenana,CyberLynx Correspondence Program,2020,1210,8,157.12,Nenana City School District,166,63,0.3795
-149.088293029,64.5618628190001,Nenana,CyberLynx Correspondence Program,2021,1724,11,168.53,Nenana City School District,167,65,0.3892
-152.554615315,58.180948416,Kodiak Island Borough,Danger Bay School,2016,14,1,15.6,Kodiak Island Borough School District,1,1,1.0
-152.554615315,58.180948416,Kodiak Island Borough,Danger Bay School,2017,10,1,10,Kodiak Island Borough School District,1,1,1.0
-160.066634909,62.906597816,Grayling,David Louis Memorial School,2013,36,4,9.7,Iditarod Area School District,,,
-160.066634909,62.906597816,Grayling,David Louis Memorial School,2014,34,4,9.9,Iditarod Area School District,,,
-160.066634909,62.906597816,Grayling,David Louis Memorial School,2015,50,3,16,Iditarod Area School District,2,1,0.5
-160.066634909,62.906597816,Grayling,David Louis Memorial School,2016,44,8,11.2,Iditarod Area School District,1,0,0.0
-160.066634909,62.906597816,Grayling,David Louis Memorial School,2017,41,3,16.33,Iditarod Area School District,3,2,0.6667
-160.066634909,62.906597816,Grayling,David Louis Memorial School,2018,45,3,17.04,Iditarod Area School District,3,1,0.3333
-160.066634909,62.906597816,Grayling,David Louis Memorial School,2019,48,3,16,Iditarod Area School District,3,2,0.6667
-160.066634909,62.906597816,Grayling,David Louis Memorial School,2020,49,3,16.33,Iditarod Area School District,1,0,0.0
-160.066634909,62.906597816,Grayling,David Louis Memorial School,2021,46,2,23,Iditarod Area School District,2,0,0.0
-160.011855617,66.604594637,Selawik,Davis-Ramoth School,2013,249,15,16.2,Northwest Arctic Borough School District,,,
-160.011855617,66.604594637,Selawik,Davis-Ramoth School,2014,266,21,15.5,Northwest Arctic Borough School District,,,
-160.011855617,66.604594637,Selawik,Davis-Ramoth School,2015,280,20,15.4,Northwest Arctic Borough School District,,,
-160.011855617,66.604594637,Selawik,Davis-Ramoth School,2016,269,20,15.2,Northwest Arctic Borough School District,20,15,0.75
-160.011855617,66.604594637,Selawik,Davis-Ramoth School,2017,251,25,11.53,Northwest Arctic Borough School District,17,13,0.7647
-160.011855617,66.604594637,Selawik,Davis-Ramoth School,2018,247,25,10.68,Northwest Arctic Borough School District,15,13,0.8667
-160.011855617,66.604594637,Selawik,Davis-Ramoth School,2019,247,25,10.56,Northwest Arctic Borough School District,16,9,0.5625
-160.011855617,66.604594637,Selawik,Davis-Ramoth School,2020,249,22,12.55,Northwest Arctic Borough School District,20,13,0.65
-160.011855617,66.604594637,Selawik,Davis-Ramoth School,2021,260,20,13.6,Northwest Arctic Borough School District,18,12,0.6667
-162.724373236,66.075532077,Deering,Deering School,2013,35,5,10,Northwest Arctic Borough School District,,,
-162.724373236,66.075532077,Deering,Deering School,2014,40,5,12.5,Northwest Arctic Borough School District,,,
-162.724373236,66.075532077,Deering,Deering School,2015,39,4,14.7,Northwest Arctic Borough School District,4,4,1.0
-162.724373236,66.075532077,Deering,Deering School,2016,39,3,12.9,Northwest Arctic Borough School District,4,4,1.0
-162.724373236,66.075532077,Deering,Deering School,2017,36,2,20.5,Northwest Arctic Borough School District,1,1,1.0
-162.724373236,66.075532077,Deering,Deering School,2018,41,2,20.5,Northwest Arctic Borough School District,0,0,
-162.724373236,66.075532077,Deering,Deering School,2019,33,1,41,Northwest Arctic Borough School District,1,1,1.0
-162.724373236,66.075532077,Deering,Deering School,2020,48,2,25.5,Northwest Arctic Borough School District,3,2,0.6667
-162.724373236,66.075532077,Deering,Deering School,2021,48,3,17.67,Northwest Arctic Borough School District,1,1,1.0
-145.710914825,64.04012076,Delta Junction,Delta Junction Elementary,2013,250,18,15.2,Delta/Greely School District,,,
-145.710914825,64.04012076,Delta Junction,Delta Junction Elementary,2014,228,19,14.7,Delta/Greely School District,,,
-145.710914825,64.04012076,Delta Junction,Delta Junction Elementary,2015,219,17,14.3,Delta/Greely School District,,,
-145.710914825,64.04012076,Delta Junction,Delta Junction Elementary,2016,318,21,15.7,Delta/Greely School District,,,
-145.710914825,64.04012076,Delta Junction,Delta Junction Elementary,2017,346,22,17.07,Delta/Greely School District,,,
-145.710914825,64.04012076,Delta Junction,Delta Junction Elementary,2018,362,22,17.67,Delta/Greely School District,,,
-145.710914825,64.04012076,Big Delta,Delta Junction Elementary,2019,371,22,18.14,Delta/Greely School District,,,
-145.710914825,64.04012076,Delta Junction,Delta Junction Elementary,2020,353,22,17.74,Delta/Greely School District,,,
-145.710914825,64.04012076,Delta Junction,Delta Junction Elementary,2021,262,19,14.68,Delta/Greely School District,,,
-145.713927656,64.0426539260001,Delta Junction,Delta Junction Junior High School,2018,148,13,13.33,Delta/Greely School District,,,
-145.713927656,64.0426539260001,Delta Junction,Delta Junction Junior High School,2019,154,13,14.39,Delta/Greely School District,,,
-145.713927656,64.0426539260001,Delta Junction,Delta Junction Junior High School,2020,151,12,14.66,Delta/Greely School District,,,
-145.713927656,64.0426539260001,Delta Junction,Delta Junction Junior High School,2021,115,12,11.39,Delta/Greely School District,,,
-145.714099317,64.0429638630001,Delta Junction,Delta Junction Senior High School,2020,179,15,14.32,Delta/Greely School District,44,37,0.8409
-145.714099317,64.0429638630001,Delta Junction,Delta Junction Senior High School,2021,126,14,10.73,Delta/Greely School District,30,23,0.7667
-145.713243427,64.0441028980001,Delta Junction,Delta/Greely Homeschool,2013,79,1,78.8,Delta/Greely School District,,,
-145.713243427,64.0441028980001,Delta Junction,Delta/Greely Homeschool,2014,99,1,99.1,Delta/Greely School District,,,
-145.713243427,64.0441028980001,Delta Junction,Delta/Greely Homeschool,2015,88,1,182.9,Delta/Greely School District,10,7,0.7
-145.713243427,64.0441028980001,Delta Junction,Delta/Greely Homeschool,2016,81,1,153.7,Delta/Greely School District,17,15,0.8824
-145.713243427,64.0441028980001,Delta Junction,Delta/Greely Homeschool,2017,67,1,134,Delta/Greely School District,9,4,0.4444
-145.713243427,64.0441028980001,Delta Junction,Delta/Greely Homeschool,2018,85,1,85,Delta/Greely School District,6,5,0.8333
-145.713243427,64.0441028980001,Delta Junction,Delta/Greely Homeschool,2019,63,1,63,Delta/Greely School District,12,10,0.8333
-145.713243427,64.0441028980001,Delta Junction,Delta/Greely Homeschool,2020,70,1,70,Delta/Greely School District,9,8,0.8889
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,2013,395,26,16.9,Fairbanks North Star Borough School District,,,
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,2013,410,26,16.9,Fairbanks North Star Borough School District,,,
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,2014,400,24,17.5,Fairbanks North Star Borough School District,,,
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,2015,389,26,15.9,Fairbanks North Star Borough School District,,,
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,2016,383,22,17.4,Fairbanks North Star Borough School District,,,
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,2017,374,22,17.09,Fairbanks North Star Borough School District,,,
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,2018,341,23,15.68,Fairbanks North Star Borough School District,,,
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,2019,320,20,16.56,Fairbanks North Star Borough School District,,,
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,2020,332,19,18.11,Fairbanks North Star Borough School District,,,
-147.748491015,64.8400565270001,Fairbanks,Denali Elementary,2021,243,16,15.19,Fairbanks Norht Star Borough School District,,,
-149.881303342,61.2133221920001,Anchorage,Denali Montessori Elementary,2014,389,31,13.8,Anchorage School District,,,
-149.881303342,61.2133221920001,Anchorage,Denali Montessori Elementary,2015,404,27,15.8,Anchorage School District,,,
-149.881303342,61.2133221920001,Anchorage,Denali Montessori Elementary,2016,413,30,15.5,Anchorage School District,,,
-149.881303342,61.2133221920001,Anchorage,Denali Montessori Elementary,2017,405,31,15.3,Anchorage School District,,,
-149.881303342,61.2133221920001,Anchorage,Denali Montessori Elementary,2018,410,30,15.81,Anchorage School District,,,
-149.881303342,61.2133221920001,Anchorage,Denali Montessori Elementary,2019,413,28,15.36,Anchorage School District,,,
-149.881303342,61.2133221920001,Anchorage,Denali Montessori Elementary,2020,404,27,17.3,Anchorage School District,,,
-149.881303342,61.2133221920001,Anchorage,Denali Montessori Elementary,2021,374,32,14.24,Anchorage School District,,,
-149.014222597,63.8731108750001,Healy,Denali PEAK,2013,663,8,152.1,Denali Borough School District,,,
-149.014222597,63.8731108750001,Healy,Denali PEAK,2014,662,7,194.7,Denali Borough School District,,,
-149.014222597,63.8731108750001,Healy,Denali PEAK,2015,671,7,150.1,Denali Borough School District,29,5,0.1724
-149.014222597,63.8731108750001,Healy,Denali PEAK,2016,669,6,171.1,Denali Borough School District,28,7,0.25
-149.014222597,63.8731108750001,Healy,Denali PEAK,2017,651,5,138.62,Denali Borough School District,38,15,0.3947
-149.014222597,63.8731108750001,Healy,Denali PEAK,2018,696,6,127.63,Denali Borough School District,35,18,0.5143
-149.014222597,63.8731108750001,Healy,Denali PEAK,2019,716,7,114.44,Denali Borough School District,51,36,0.7059
-149.014222597,63.8731108750001,Healy,Denali PEAK,2020,744,7,119.79,Denali Borough School District,56,36,0.6429
-149.014222597,63.8731108750001,Healy,Denali PEAK,2021,987,7,163.27,Denali Borough School District,67,53,0.791
-149.692609477,61.4992875200001,Wasilla,Dena’ina Elementary School,2017,399,23,17.87,Matanuska-Susitna Borough School District,,,
-149.692609477,61.4992875200001,Wasilla,Dena’ina Elementary School,2018,391,23,17.68,Matanuska-Susitna Borough School District,,,
-149.692609477,61.4992875200001,Wasilla,Dena’ina Elementary School,2019,361,24,16.9,Matanuska-Susitna Borough School District,,,
-149.692609477,61.4992875200001,Wasilla,Dena’ina Elementary School,2020,369,22,16.77,Matanuska-Susitna Borough School District,,,
-149.692609477,61.4992875200001,Wasilla,Dena’ina Elementary School,2021,338,25,14.44,Matanuska-Susitna Borough School District,,,
-158.464701219,59.042584488,Dillingham,Dillingham Correspondence School,2013,8,2,88,Dillingham City School District,,,
-158.464701219,59.042584488,Dillingham,Dillingham Correspondence School,2014,9,1,144,Dillingham City School District,,,
-158.464701219,59.042584488,Dillingham,Dillingham Correspondence School,2015,2,1,40,Dillingham City School District,,,
-158.464701219,59.042584488,Dillingham,Dillingham Correspondence School,2016,5,1,85,Dillingham City School District,0,0,
-158.464701219,59.042584488,Dillingham,Dillingham Correspondence School,2017,1,1,1,Dillingham City School District,0,0,
-158.464701219,59.042584488,Dillingham,Dillingham Correspondence School,2018,1,2,0.5,Dillingham City School District,1,0,0.0
-158.464701219,59.042584488,Dillingham,Dillingham Correspondence School,2019,5,1,50,Dillingham City School District,,,
