Longitude,Latitude,Community,IncorporationType,AreaType,Population,Year,Is_Subsistence_Use,Is_Essential_Air_Service,Is_Environmentally_Threatened
-151.2969256,60.7345972300001,Nikiski,CDP,Community,4593,2014,0,0,0
-166.3652024,65.2629568300001,Teller,2nd Class City,Community,263,2016,1,0,1
-151.1425755,60.4866414200001,Kalifornsky,CDP,Community,8441,2015,1,0,0
-145.371878,62.26858008,Gulkana,Unincorporated CDP,Community,117,2014,1,1,1
-165.4085599,64.49808969,Nome,1st Class City,Community,3819,2015,1,0,1
-150.2337668,62.31623367,Trapper Creek,CDP,Community,472,2015,0,0,0
-149.1179,64.6003000000001,Four Mile Road,Unincorporated CDP,Community,26,2014,1,0,0
-149.8191587,61.5522787300001,Big Lake,CDP,Community,3655,2016,0,0,0
-152.701315,66.55452803,Alatna,Unincorporated CDP,Community,21,2015,1,0,1
-143.7278962,66.65040098,Chalkyitsik,Unincorporated CDP,Community,77,2015,1,0,1
-135.884444,59.40389,Haines CDP,CDP,CDP,1811,2013,0,0,0
-165.2513918,60.5861689800001,Tununak,Unincorporated CDP,Community,384,2015,1,0,1
-151.5057845,66.92462485,Evansville,Unincorporated CDP,Place of Interest,10,2016,1,0,0
-149.6208307,61.51685582,Knik-Fairview,CDP,Community,18493,2016,1,0,0
-145.7239404,63.9918179900001,Fort Greely,Unincorporated CDP,Place of Interest,539,2011,0,0,0
-154.8575714,59.9678738700001,Nondalton,2nd Class City,Community,165,2013,1,0,1
-161.5822568,59.1182251700001,Goodnews Bay,2nd Class City,Community,268,2013,1,0,1
-145.8179463,66.2629693000001,Birch Creek,Unincorporated CDP,Community,33,2011,1,0,1
-135.8958758,59.40043417,Klukwan,Unincorporated CDP,Community,93,2013,1,0,1
-156.6676467,58.6813712700001,Lake and Peninsula Borough,Non-Unified Home Rule Borough,Community,1689,2013,1,0,0
-156.8771232,64.7426528600001,Galena,1st Class City,Community,484,2012,1,0,1
-151.0713468,60.4895404100001,Kenai Peninsula Borough,2nd Class Borough,Community,56862,2013,1,0,0
-157.399544,57.51228753,Ugashik,CDP,Place of Interest,13,2013,1,1,0
-160.0322305,70.63853949,Wainwright,2nd Class City,Community,543,2013,1,0,1
-150.7970364,60.5370290800001,Sterling,CDP,Community,5690,2013,0,0,0
-151.6751012,60.04305213,Ninilchik,CDP,Community,842,2013,0,0,1
-148.4788125,61.79624012,Chickaloon,CDP,Community,270,2012,0,0,0
-133.2026781,55.86896699,Naukati Bay,Unincorporated CDP,Community,113,2011,1,0,0
-157.0199138,58.72821587,Naknek,CDP,Community,550,2013,1,0,0
-157.0199138,58.72821587,Naknek,CDP,Community,571,2012,1,0,0
-149.0907414,64.56270921,Nenana,Home Rule City,Community,417,2011,1,0,1
-152.701315,66.55452803,Alatna,Unincorporated CDP,Community,27,2013,1,0,1
-161.0468258,66.83334504,Noorvik,2nd Class City,Community,641,2013,1,0,1
-164.6675476,62.6869771400001,Alakanuk,2nd Class City,Community,683,2011,1,0,1
-149.3525898,60.3576311800001,Primrose,CDP,Community,85,2013,1,0,0
-135.8958758,59.40043417,Klukwan,Unincorporated CDP,Community,98,2012,1,0,1
-149.4411111,60.0725,Lowell Point,CDP,Community,71,2012,1,0,0
-149.0111034,61.69132433,Buffalo Soapstone,CDP,Community,872,2013,1,0,0
-131.6480233,55.3424333300001,Ketchikan,Home Rule City,Community,8142,2011,0,0,0
-133.6581577,55.9551227100001,Edna Bay,Unincorporated CDP,Community,39,2012,1,0,0
-161.972626,60.6943313400001,Napakiak,2nd Class City,Community,358,2012,1,0,1
-146.7789165,61.9898422000001,Nelchina,Unincorporated CDP,Community,59,2012,1,0,0
-166.0964332,61.5308796900001,Hooper Bay,2nd Class City,Community,1137,2011,1,0,1
-156.3947017,65.70183545,Huslia,2nd Class City,Community,322,2013,1,0,1
-150.6338845,61.49836623,Susitna,CDP,Community,17,2012,1,0,0
-151.7358661,68.1418507700001,Anaktuvuk Pass,2nd Class City,Community,325,2011,1,0,1
-151.8317244,59.3515619300001,Port Graham,CDP,Community,177,2011,1,0,1
-157.1704098,61.7026823800001,Sleetmute,Unincorporated CDP,Community,84,2013,1,0,1
-149.3848482,61.61025377,Tanaina,CDP,Place of Interest,8623,2013,1,0,0
-151.919921,59.3544344900001,Nanwalek,CDP,Community,287,2013,1,0,1
-155.5883531,62.9501408500001,McGrath,2nd Class City,Community,341,2011,1,0,1
-135.509866,58.0558686300001,Game Creek,Unincorporated CDP,Place of Interest,19,2013,1,0,0
-163.1576184,59.8770966700001,Kwigillingok,Unincorporated CDP,Community,321,2011,1,0,1
-151.7358661,68.1418507700001,Anaktuvuk Pass,2nd Class City,Community,358,2013,1,0,1
-156.6676467,58.6813712700001,King Salmon,CDP,Community,391,2012,1,0,0
-132.957763,56.8109592000001,Petersburg,Home Rule City,Community,2972,2012,1,1,0
-149.808407,60.4948727600001,Cooper Landing,CDP,Community,289,2011,0,0,0
-163.1576184,59.8770966700001,Kwigillingok,Unincorporated CDP,Community,342,2012,1,0,1
-149.1083689,61.5997112700001,Matanuska-Susitna Borough,2nd Class Borough,Community,96074,2013,1,0,0
-150.0455152,61.7440144400001,Willow,CDP,Community,2155,2013,0,0,0
-159.05493,58.97954187,Manokotak,2nd Class City,Community,450,2011,1,1,1
-151.1425755,60.4866414200001,Kalifornsky,CDP,Community,7850,2011,1,0,0
-145.1850849,61.7999571,Willow Creek,Unincorporated CDP,Place of Interest,204,2013,1,0,0
-149.0844382,66.00452448,Stevens Village,Unincorporated CDP,Community,67,2013,1,0,1
-146.5882565,62.29986189,Lake Louise,CDP,Community,46,2011,1,0,0
-149.0058449,63.8703844300001,Healy,CDP,Community,1084,2013,0,0,0
-149.4023031,60.1685445700001,Bear Creek,CDP,Community,1958,2012,1,0,0
-160.3644017,61.5123629700001,Lower Kalskag,2nd Class City,Community,302,2013,1,0,1
-161.8147503,59.00848275,Platinum,2nd Class City,Community,74,2012,1,0,1
-151.8317244,59.3515619300001,Port Graham,CDP,Community,169,2012,1,0,1
-176.6402959,51.86824598,Adak,2nd Class City,Community,283,2013,1,1,1
-162.6000777,66.8951658300001,Northwest Arctic Borough,Non-Unified Home Rule Borough,Community,7716,2012,1,0,0
-151.2986599,59.7254375000001,Fritz Creek,CDP,Community,1953,2013,0,0,0
-143.9699392,62.7065704,Slana,Unincorporated CDP,Community,147,2012,1,0,0
-149.808407,60.4948727600001,Cooper Landing,CDP,Community,288,2012,0,0,0
-144.6641875,62.5663622600001,Chistochina,Unincorporated CDP,Community,95,2013,1,0,1
-143.7278962,66.65040098,Chalkyitsik,Unincorporated CDP,Community,75,2012,1,0,1
-176.6402959,51.86824598,Adak,2nd Class City,Community,331,2011,1,1,1
-141.2075972,64.7889396800001,Eagle,2nd Class City,Community,93,2013,1,0,1
-151.065852,60.4904472100001,Soldotna,Home Rule City,Community,4284,2013,0,0,0
-162.0399103,63.47835158,Saint Michael,2nd Class City,Community,404,2012,1,0,1
-159.5275949,61.5787638800001,Aniak,2nd Class City,Community,546,2013,1,0,1
-149.6035519,61.62425754,Meadow Lakes,CDP,Community,7918,2012,0,0,0
-141.2075972,64.7889396800001,Eagle,2nd Class City,Community,87,2012,1,0,1
-150.1075,67.4100000000001,Wiseman,Unincorporated CDP,Place of Interest,14,2013,1,0,0
-149.0907414,64.56270921,Nenana,Home Rule City,Community,399,2013,1,0,1
-158.4630788,59.0393744300001,Dillingham,1st Class City,Community,2395,2013,1,0,1
-158.6190156,56.93007699,Port Heiden,2nd Class City,Community,123,2012,1,1,1
-147.1680556,61.9386111000001,Eureka Roadhouse,CDP,Place of Interest,24,2012,1,0,0
-144.6981839,63.99574441,Healy Lake,Unincorporated CDP,Community,13,2012,1,1,1
-141.0457864,64.74518901,Eagle Village,Unincorporated CDP,Community,67,2011,1,0,0
-156.8575019,59.11246319,Levelock,CDP,Community,69,2011,1,1,1
-151.6751012,60.04305213,Ninilchik,CDP,Community,880,2012,0,0,1
-147.1680556,61.9386111000001,Eureka Roadhouse,CDP,Place of Interest,24,2013,1,0,0
-159.5275949,61.5787638800001,Aniak,2nd Class City,Community,539,2011,1,0,1
-166.0964332,61.5308796900001,Hooper Bay,2nd Class City,Community,1114,2012,1,0,1
-154.4982735,59.55470038,Pope-Vannoy Landing,CDP,Place of Interest,6,2013,1,0,0
-151.5575,59.6761111000001,Diamond Ridge,CDP,Community,1194,2012,1,0,0
-165.5905277,61.5286181800001,Chevak,2nd Class City,Community,966,2011,1,0,1
-150.1119993,62.32317025,Talkeetna,CDP,Community,896,2012,0,0,0
-161.8147503,59.00848275,Platinum,2nd Class City,Community,67,2011,1,0,1
-145.3321498,62.0110652400001,Silver Springs,Unincorporated CDP,Community,115,2013,1,0,0
-149.0058449,63.8703844300001,Healy,CDP,Community,1021,2011,0,0,0
-132.5228223,55.6854862600001,Thorne Bay,2nd Class City,Community,508,2012,1,0,0
-149.3695472,60.41930962,Crown Point,CDP,Community,74,2011,1,0,0
-162.6763556,60.3427841600001,Tuntutuliak,Unincorporated CDP,Community,417,2014,1,0,1
-149.1177581,61.5997057600001,Palmer,Home Rule City,Community,6087,2011,0,0,0
-144.8219354,65.57070889,Central,Unincorporated CDP,Community,96,2011,1,1,0
-157.7198137,58.9051910300001,Portage Creek,Unincorporated CDP,Place of Interest,2,2011,1,0,1
-135.4457083,58.10953807,Hoonah,1st Class City,Community,777,2012,1,0,1
-165.5905277,61.5286181800001,Chevak,2nd Class City,Community,970,2012,1,0,1
-150.9159762,59.8535156300001,Fox River,CDP,Place of Interest,685,2011,1,0,0
-163.7262756,62.08954141,Mountain Village,2nd Class City,Community,835,2011,1,0,1
-165.1072343,60.52954536,Toksook Bay,2nd Class City,Community,630,2013,1,0,1
-166.0964332,61.5308796900001,Hooper Bay,2nd Class City,Community,1134,2013,1,0,1
-164.7299664,60.4799803000001,Nightmute,2nd Class City,Community,289,2011,1,0,1
-166.0707644,66.25510533,Shishmaref,2nd Class City,Community,605,2012,1,0,1
-149.0058449,63.8703844300001,Denali Borough,Non-Unified Home Rule Borough,Community,1820,2011,1,0,0
-155.9035402,59.32534731,Igiugig,CDP,Community,50,2011,1,1,1
-156.8823728,66.9077009200001,Kobuk,2nd Class City,Community,148,2011,1,0,1
-151.1433954,61.06808705,Tyonek,CDP,Community,179,2014,1,0,1
-168.0912602,65.60901955,Wales,2nd Class City,Community,152,2012,1,0,1
-149.0354355,61.54162777,Butte,CDP,Community,3274,2012,0,0,0
-162.6000777,66.8951658300001,Northwest Arctic Borough,Non-Unified Home Rule Borough,Community,7651,2011,1,0,0
-150.3783562,61.0350394000001,Point Possession,CDP,Place of Interest,3,2012,1,0,0
-151.065852,60.4904472100001,Soldotna,Home Rule City,Community,4299,2012,0,0,0
-164.6675476,62.6869771400001,Alakanuk,2nd Class City,Community,707,2012,1,0,1
-166.849516,65.2618559900001,Port Clarence,Unincorporated CDP,Place of Interest,0,2013,1,0,0
-165.4085599,64.49808969,Nome,1st Class City,Community,3659,2013,1,0,1
-162.6763556,60.3427841600001,Tuntutuliak,Unincorporated CDP,Community,420,2013,1,0,1
-158.724932,64.3265639300001,Kaltag,2nd Class City,Community,205,2011,1,0,1
-168.0912602,65.60901955,Wales,2nd Class City,Community,146,2014,1,0,1
-160.2806073,59.07512832,Twin Hills,Unincorporated CDP,Community,79,2012,1,1,1
-162.9885,67.5718168000001,Noatak,CDP,Community,514,2011,1,0,1
-161.1290202,65.9776538400001,Buckland,2nd Class City,Community,437,2011,1,0,1
-156.8575019,59.11246319,Levelock,CDP,Community,81,2012,1,1,1
-160.4373192,66.9742028200001,Kiana,2nd Class City,Community,406,2013,1,0,1
-154.0995667,59.78824382,Pedro Bay,CDP,Community,42,2013,1,0,1
-152.2228178,57.61797554,Chiniak,CDP,Place of Interest,44,2013,0,0,0
-145.527782,62.1126684500001,Glennallen,Unincorporated CDP,Community,485,2012,1,0,0
-157.2856959,59.7264073700001,Koliganek,Unincorporated CDP,Community,209,2011,1,1,1
-161.2300017,60.90749213,Akiak,2nd Class City,Community,355,2013,1,0,1
-132.8282628,56.0140424900001,Coffman Cove,2nd Class City,Community,163,2013,1,0,0
-144.0588808,63.65794205,Dot Lake,Unincorporated CDP,Community,17,2013,1,0,0
-156.3947017,65.70183545,Huslia,2nd Class City,Community,299,2011,1,0,1
-149.3482601,65.1521483400001,Minto,Unincorporated CDP,Community,209,2012,1,1,1
-158.0075,62.4536000000001,Flat,Unincorporated CDP,Place of Interest,0,2011,1,0,0
-163.0367115,64.5423909500001,Golovin,2nd Class City,Community,171,2011,1,0,1
-151.2488059,60.5590139000001,Kenai,Home Rule City,Community,7132,2012,0,0,0
-166.5376818,53.8730924600001,Unalaska,1st Class City,Community,4689,2014,1,0,0
-164.8520039,62.5310651300001,Nunam Iqua,2nd Class City,Community,190,2011,1,0,1
-145.1737915,63.8871444900001,Deltana,Unincorporated CDP,Community,2322,2012,1,0,0
-152.5822723,57.7055350000001,Womens Bay,CDP,Place of Interest,730,2012,0,0,0
-160.0101102,66.60439151,Selawik,2nd Class City,Community,856,2012,1,0,1
-131.6480233,55.3424333300001,Ketchikan,Home Rule City,Community,8291,2012,0,0,0
-133.1220631,56.11714153,Whale Pass,CDP,Community,39,2013,1,0,0
-162.7288422,66.07667336,Deering,2nd Class City,Community,142,2012,1,0,1
-151.7358661,68.1418507700001,Anaktuvuk Pass,2nd Class City,Community,344,2012,1,0,1
-149.4392242,60.10312795,Seward,Home Rule City,Community,2754,2012,0,0,0
-148.8953863,63.39242527,Cantwell,CDP,Community,219,2011,1,0,1
-144.6981839,63.99574441,Healy Lake,Unincorporated CDP,Community,13,2013,1,1,1
-145.4960007,63.0324502400001,Paxson,Unincorporated CDP,Community,40,2011,1,0,0
-151.2969256,60.7345972300001,Nikiski,CDP,Community,4623,2013,0,0,0
-151.8340149,59.7764369000001,Anchor Point,CDP,Community,2002,2012,0,0,0
-142.5196992,63.13803253,Tetlin,Unincorporated CDP,Community,112,2014,1,0,1
-135.3116911,59.45573152,Skagway,1st Class Borough,Community,982,2013,1,0,0
-133.9447988,56.9744498800001,Kake,1st Class City,Community,579,2011,1,1,1
-160.4821141,55.3445109900001,Aleutians East Borough,2nd Class Borough,Community,3181,2011,1,0,0
-162.8831358,61.9372025100001,Pilot Station,2nd Class City,Community,583,2011,1,0,1
-151.1433954,61.06808705,Tyonek,CDP,Community,171,2013,1,0,1
-161.7531971,60.7082335600001,Napaskiak,2nd Class City,Community,434,2012,1,0,1
-144.0667491,65.8266465400001,Circle,Unincorporated CDP,Community,101,2012,1,1,1
-150.2337668,62.31623367,Trapper Creek,CDP,Community,499,2012,0,0,0
-157.5773328,57.5642993500001,Pilot Point,2nd Class City,Community,68,2012,1,1,1
-150.0512588,62.44980587,Chase,CDP,Community,34,2011,0,0,0
-151.5320066,59.64718757,Homer,1st Class City,Community,5136,2013,0,0,0
-152.5039855,57.9232638,Ouzinkie,2nd Class City,Community,185,2013,1,0,1
-151.5083559,66.92186904,Bettles,2nd Class City,Community,14,2011,1,0,0
-133.1510826,55.4760442100001,Craig,1st Class City,Community,1195,2013,1,0,1
-150.1895984,67.25623468,Coldfoot,Unincorporated CDP,Place of Interest,14,2013,1,0,0
-158.5479769,58.8345343,Clark's Point,2nd Class City,Community,54,2013,1,1,1
-149.8014267,61.6312394,Houston,2nd Class City,Community,2012,2012,0,0,0
-151.1433954,61.06808705,Tyonek,CDP,Community,182,2012,1,0,1
-165.7735393,54.13431811,Akutan,2nd Class City,Community,1040,2011,1,1,1
-151.5320066,59.64718757,Homer,1st Class City,Community,5051,2011,0,0,0
-148.9409266,61.4971211500001,Knik River,CDP,Community,744,2013,1,0,0
-154.8575714,59.9678738700001,Nondalton,2nd Class City,Community,169,2012,1,0,1
-160.7919652,63.87663037,Unalakleet,2nd Class City,Community,700,2012,1,0,1
-157.0199138,58.72821587,Naknek,CDP,Community,544,2011,1,0,0
-157.0069244,58.71326678,South Naknek,CDP,Community,75,2014,1,1,1
-141.010596,62.6221071900001,Alcan Border,Unincorporated CDP,Place of Interest,15,2013,1,0,0
-148.9409266,61.4971211500001,Knik River,CDP,Community,744,2011,1,0,0
-157.3112886,59.4515508600001,New Stuyahok,2nd Class City,Community,501,2011,1,1,1
-161.7713652,60.7226475400001,Oscarville,Unincorporated CDP,Community,70,2011,1,0,1
-164.5399655,67.7273868300001,Kivalina,2nd Class City,Community,386,2011,1,0,1
-163.41049,64.68127766,White Mountain,2nd Class City,Community,203,2014,1,0,1
-174.2001988,52.1978076400001,Atka,2nd Class City,Community,67,2013,1,1,1
-136.0314547,59.44650625,Mosquito Lake,CDP,Place of Interest,292,2013,1,0,0
-155.4889493,64.7392281,Ruby,2nd Class City,Community,202,2013,1,0,1
-156.8823728,66.9077009200001,Kobuk,2nd Class City,Community,159,2013,1,0,1
-164.7299664,60.4799803000001,Nightmute,2nd Class City,Community,281,2013,1,0,1
-151.8340149,59.7764369000001,Anchor Point,CDP,Community,2007,2013,0,0,0
-149.4392242,60.10312795,Seward,Home Rule City,Community,2487,2013,0,0,0
-168.8601835,52.9401089500001,Nikolski,Unincorporated CDP,Community,16,2013,1,1,1
-164.5071352,60.8188798400001,Mertarvik,Unincorporated CDP,Place of Interest,0,2012,1,0,0
-135.4457083,58.10953807,Hoonah,1st Class City,Community,798,2013,1,0,1
-144.4411179,61.5164902700001,Chitina,Unincorporated CDP,Community,126,2011,1,1,0
-151.8317244,59.3515619300001,Port Graham,CDP,Community,168,2013,1,0,1
-162.8831358,61.9372025100001,Pilot Station,2nd Class City,Community,597,2012,1,0,1
-161.5822568,59.1182251700001,Goodnews Bay,2nd Class City,Community,258,2012,1,0,1
-154.3280837,60.19602229,Port Alsworth,CDP,Community,167,2013,1,0,0
-141.9341786,62.9617709300001,Northway,Unincorporated CDP,Place of Interest,77,2013,1,0,0
-156.5882554,61.7871601300001,Stony River,Unincorporated CDP,Community,42,2013,1,0,1
-132.8235136,55.2059259000001,Hydaburg,1st Class City,Community,406,2011,1,1,1
-141.010596,62.6221071900001,Alcan Border,Unincorporated CDP,Place of Interest,33,2011,1,0,0
-145.3018732,62.3018968100001,Gakona,Unincorporated CDP,Community,224,2012,1,0,0
-143.7278962,66.65040098,Chalkyitsik,Unincorporated CDP,Community,68,2013,1,0,1
-141.9336488,64.0726259100001,Chicken,Unincorporated CDP,Place of Interest,7,2011,1,0,0
-151.3334305,60.61773773,Salamatof,CDP,Community,1133,2013,1,0,0
-133.1510826,55.4760442100001,Craig,1st Class City,Community,1243,2012,1,0,1
-158.1058165,61.8704253700001,Crooked Creek,Unincorporated CDP,Community,90,2013,1,0,1
-150.7622222,60.5019444000001,Funny River,CDP,Community,928,2013,1,0,0
-160.3157629,61.5381853700001,Upper Kalskag,2nd Class City,Community,231,2014,1,0,1
-150.9990162,70.21731414,Nuiqsut,2nd Class City,Community,434,2011,1,0,1
-145.8179463,66.2629693000001,Birch Creek,Unincorporated CDP,Community,27,2012,1,0,1
-133.1220631,56.11714153,Whale Pass,CDP,Community,39,2014,1,0,0
-149.0058449,63.8703844300001,Healy,CDP,Community,1044,2012,0,0,0
-165.1072343,60.52954536,Toksook Bay,2nd Class City,Community,623,2014,1,0,1
-164.2803406,60.1580149500001,Chefornak,2nd Class City,Community,434,2012,1,0,1
-153.9814353,57.5370683300001,Larsen Bay,2nd Class City,Community,88,2013,1,0,0
-149.6035519,61.62425754,Meadow Lakes,CDP,Community,8188,2013,0,0,0
-146.1129134,62.09714581,Tolsona,Unincorporated CDP,Community,33,2014,1,0,0
-136.3454861,58.19391484,Elfin Cove,Unincorporated CDP,Community,20,2011,1,1,0
-156.0619525,62.9879595200001,Takotna,Unincorporated CDP,Community,53,2013,1,0,1
-149.3482601,65.1521483400001,Minto,Unincorporated CDP,Community,223,2013,1,1,1
-149.2399694,61.5740853200001,Gateway,CDP,Community,5552,2011,1,0,0
-148.9168668,63.7323200700001,Denali Park,CDP,Community,186,2012,0,0,0
-135.989808,59.3937181100001,Covenant Life,CDP,Place of Interest,86,2011,1,0,0
-146.5882565,62.29986189,Lake Louise,CDP,Community,50,2013,1,0,0
-151.2568467,60.3249378400001,Kasilof,CDP,Community,558,2013,0,0,0
-154.375216,63.01373203,Nikolai,2nd Class City,Community,101,2011,1,0,1
-158.5479769,58.8345343,Clark's Point,2nd Class City,Community,59,2012,1,1,1
-159.7718289,62.1984422,Holy Cross,2nd Class City,Community,181,2012,1,0,1
-144.6641875,62.5663622600001,Chistochina,Unincorporated CDP,Community,104,2012,1,0,1
-150.1075,67.4100000000001,Wiseman,Unincorporated CDP,Place of Interest,15,2014,1,0,0
-145.5374067,63.9822426900001,Gold Sand Acres,Unincorporated,Community,0,2011,0,0,0
-145.7601749,60.54406292,Cordova,Home Rule City,Community,2289,2011,1,1,0
-151.7380029,59.93501064,Happy Valley,CDP,Community,628,2013,1,0,0
-150.0435938,62.1312135000001,Susitna North,CDP,Place of Interest,1380,2014,1,0,0
-144.947406,61.7374181000001,Kenny Lake,Unincorporated CDP,Community,355,2011,1,0,0
-149.8191587,61.5522787300001,Big Lake,CDP,Community,3399,2012,0,0,0
-157.3757505,58.2090702300001,Egegik,2nd Class City,Community,113,2011,1,1,1
-152.2228178,57.61797554,Chiniak,CDP,Place of Interest,44,2012,0,0,0
-157.4235473,70.48213652,Atqasuk,2nd Class City,Community,248,2013,1,0,1
-145.3053,61.955,Copper Center,Unincorporated CDP,Community,322,2012,1,0,0
-135.5462038,59.31301367,Lutak,CDP,Place of Interest,56,2013,1,0,0
-152.314687,63.88261006,Lake Minchumina,Unincorporated CDP,Place of Interest,12,2013,1,1,0
